url,published,rent,size,district,female_inhabitants,male_inhabitants,diverse_inhabitants,total_inhabitants
wg-zimmer-in-Berlin-Mitte.12221037.html,2025-08-16T00:00:00,690,20,Mitte,1,1,0,3
wg-zimmer-in-Berlin-Pankow.12246053.html,2025-08-16T00:00:00,670,20,Pankow,1,3,0,5
wg-zimmer-in-Berlin-Wedding.12249827.html,2025-08-16T00:00:00,700,22,Wedding,0,1,0,2
wg-zimmer-in-Berlin-Steglitz.12049856.html,2025-08-11T00:00:00,500,12,Steglitz,2,0,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12162643.html,2025-07-15T00:00:00,650,35,Prenzlauer Berg,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.6363241.html,2025-08-11T00:00:00,600,25,Friedrichshain,0,1,0,2
wg-zimmer-in-Berlin-Tempelhof.12195343.html,2025-08-06T00:00:00,800,26,Tempelhof,2,1,0,4
wg-zimmer-in-Berlin-Charlottenburg.12142545.html,2025-07-27T00:00:00,550,14,Charlottenburg,0,0,0,2
wg-zimmer-in-Berlin-Spandau.11389666.html,2025-07-18T00:00:00,700,20,Spandau,2,0,0,3
wg-zimmer-in-Berlin-Friedrichshain.12210075.html,2025-08-03T00:00:00,490,15,Friedrichshain,0,1,0,2
wg-zimmer-in-Berlin-Moabit.12241810.html,2025-08-13T00:00:00,550,13,Moabit,1,1,0,3
wg-zimmer-in-Berlin-Wedding.12235699.html,2025-08-13T00:00:00,650,12,Wedding,0,0,0,5
wg-zimmer-in-Berlin-Neukoelln.12168224.html,2025-07-21T00:00:00,350,12,Neukölln,1,1,0,3
wg-zimmer-in-Berlin-Charlottenburg.12194294.html,2025-07-27T00:00:00,600,20,Charlottenburg,0,2,0,3
wg-zimmer-in-Berlin-Moabit.5666326.html,2025-08-16T00:00:00,690,18,Moabit,1,1,0,3
wg-zimmer-in-Berlin-Neukoelln.12195330.html,2025-07-27T00:00:00,550,18,Neukölln,0,1,0,2
wg-zimmer-in-Berlin-Berlin.12201334.html,2025-07-30T00:00:00,750,40,Berlin,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12093700.html,2025-08-07T00:00:00,800,14,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Steglitz.12188034.html,2025-08-16T00:00:00,895,21,Steglitz,0,0,0,2
wg-zimmer-in-Berlin-Baumschulenweg.12244945.html,2025-08-15T00:00:00,350,15,Baumschulenweg,0,0,0,3
wg-zimmer-in-Berlin-Steglitz.11891833.html,2025-08-06T00:00:00,650,20,Steglitz,1,0,0,2
wg-zimmer-in-Berlin-Mitte.12115806.html,2025-08-10T00:00:00,475,15,Mitte,1,0,0,3
wg-zimmer-in-Berlin-Mitte.9491184.html,2025-07-15T00:00:00,180,22,Mitte,1,0,1,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.10544785.html,2025-07-23T00:00:00,680,19,Prenzlauer Berg,1,1,0,3
wg-zimmer-in-Berlin-Oberschoeneweide.12249124.html,2025-08-16T00:00:00,1758,24,Oberschöneweide,1,0,0,3
wg-zimmer-in-Berlin-Moabit.12215208.html,2025-08-05T00:00:00,600,23,Moabit,0,2,0,3
wg-zimmer-in-Berlin-Charlottenburg.12184507.html,2025-07-23T00:00:00,480,15,Charlottenburg,3,2,0,6
wg-zimmer-in-Berlin-Wedding.10010392.html,2025-07-21T00:00:00,430,16,Wedding,1,0,0,2
wg-zimmer-in-Berlin-Treptow.5317301.html,2025-07-08T00:00:00,750,28,Treptow,0,1,0,2
wg-zimmer-in-Berlin-Steglitz-Friedenau.11239429.html,2025-08-15T00:00:00,620,18,Steglitz - Friedenau,1,0,0,2
wg-zimmer-in-Berlin-Moabit.12249171.html,2025-08-16T00:00:00,690,17,Moabit,0,1,0,2
wg-zimmer-in-Berlin-Wedding.5895764.html,2025-08-09T00:00:00,750,25,Wedding,1,0,0,2
wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.12211282.html,2025-08-02T00:00:00,500,30,Tempelhof-Schöneberg,2,0,0,3
wg-zimmer-in-Berlin-Weissensee.12178903.html,2025-07-21T00:00:00,600,17,Weißensee,0,1,0,1
wg-zimmer-in-Berlin-Charlottenburg.12137906.html,2025-07-07T00:00:00,750,17,Charlottenburg,1,0,0,3
wg-zimmer-in-Berlin-Wedding.12220486.html,2025-08-05T00:00:00,600,16,Wedding,0,1,0,2
wg-zimmer-in-Berlin-Wedding.12227808.html,2025-08-08T00:00:00,780,16,Wedding,0,1,0,2
wg-zimmer-in-Berlin-Wedding.12219339.html,2025-08-12T00:00:00,650,25,Wedding,0,1,0,3
wg-zimmer-in-Berlin-Lichtenberg-Ostkreuz.11116976.html,2025-08-10T00:00:00,725,14,Lichtenberg Ostkreuz,1,0,0,2
wg-zimmer-in-Berlin-Wedding.12191591.html,2025-07-27T00:00:00,450,17,Wedding,1,1,0,3
wg-zimmer-in-Berlin-Tempelhof.10761109.html,2025-08-15T00:00:00,600,13,Tempelhof,1,0,0,2
wg-zimmer-in-Berlin-Oberschoeneweide.12185825.html,2025-08-10T00:00:00,725,22,Oberschöneweide,0,0,0,2
wg-zimmer-in-Berlin-Wedding.12248733.html,2025-08-16T00:00:00,500,12,Wedding,1,1,0,3
wg-zimmer-in-Berlin-Kreuzberg.9854367.html,2025-08-14T00:00:00,725,24,Kreuzberg,1,0,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12124515.html,2025-08-16T00:00:00,673,13,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Pankow.12103965.html,2025-07-28T00:00:00,800,25,Pankow,0,0,0,2
wg-zimmer-in-Berlin-Neukoelln.12111826.html,2025-07-18T00:00:00,695,18,Neukölln,0,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.11698958.html,2025-07-16T00:00:00,980,27,Friedrichshain,1,0,0,2
wg-zimmer-in-Berlin-Spandau.12194785.html,2025-08-16T00:00:00,600,21,Spandau,0,0,0,3
wg-zimmer-in-Berlin-Neukoelln-Alt-Treptow.12186724.html,2025-07-24T00:00:00,520,10,Neukölln/Alt-Treptow,1,0,0,2
wg-zimmer-in-Berlin-Mitte.3483695.html,2025-08-16T00:00:00,350,12,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.7991340.html,2025-08-16T00:00:00,640,14,Friedrichshain,2,0,0,3
wg-zimmer-in-Berlin-Steglitz-Zehlendorf.12244818.html,2025-08-15T00:00:00,450,10,Steglitz-Zehlendorf,1,0,0,3
wg-zimmer-in-Berlin-Moabit.11972065.html,2025-06-29T00:00:00,740,20,Moabit,1,0,0,3
wg-zimmer-in-Berlin-Mitte.12140145.html,2025-07-07T00:00:00,1200,20,Mitte,0,0,0,3
wg-zimmer-in-Berlin-Tempelhof.12034606.html,2025-08-13T00:00:00,700,20,Tempelhof,2,0,0,3
wg-zimmer-in-Berlin-Mahlsdorf.9599088.html,2025-08-16T00:00:00,450,14,Mahlsdorf,1,1,0,3
wg-zimmer-in-Berlin-Kreuzberg.10605031.html,2025-08-01T00:00:00,520,25,Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Lichtenberg-Friedrichshain.12140781.html,2025-07-08T00:00:00,850,21,Lichtenberg/Friedrichshain,0,3,0,4
wg-zimmer-in-Berlin-Tegel.6491588.html,2025-08-10T00:00:00,440,14,Tegel,1,0,0,2
wg-zimmer-in-Berlin-Kreuzberg.12223883.html,2025-08-07T00:00:00,830,20,Kreuzberg,0,1,0,2
wg-zimmer-in-Berlin-Neukoelln.12189308.html,2025-08-01T00:00:00,1350,23,Neukölln,0,0,0,2
wg-zimmer-in-Berlin-Moabit.12247473.html,2025-08-16T00:00:00,605,17,Moabit,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12243632.html,2025-08-14T00:00:00,745,19,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Wedding.12233132.html,2025-08-10T00:00:00,400,15,Wedding,4,3,0,8
wg-zimmer-in-Berlin-Neukoelln.12189868.html,2025-07-25T00:00:00,45,15,Neukölln,0,0,1,2
wg-zimmer-in-Berlin-Berlin.12140906.html,2025-08-05T00:00:00,770,22,Berlin,1,0,0,2
wg-zimmer-in-Berlin-Karlshorst.10750080.html,2025-08-13T00:00:00,620,16,Karlshorst,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.12234611.html,2025-08-11T00:00:00,790,40,Friedrichshain,0,0,0,3
wg-zimmer-in-Berlin-Neukoelln.10721979.html,2025-07-17T00:00:00,600,20,Neukölln,0,2,0,3
wg-zimmer-in-Berlin-Wedding.12201597.html,2025-08-13T00:00:00,350,14,Wedding,1,0,0,2
wg-zimmer-in-Berlin-Mitte.12234612.html,2025-08-16T00:00:00,500,13,Mitte,2,0,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12248046.html,2025-08-16T00:00:00,575,21,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain.12219857.html,2025-08-05T00:00:00,525,14,Friedrichshain,0,3,0,3
wg-zimmer-in-Berlin-Baumschulenweg.12127268.html,2025-07-18T00:00:00,400,16,Baumschulenweg,0,1,0,2
wg-zimmer-in-Berlin-Steglitz.7061572.html,2025-07-23T00:00:00,475,16,Steglitz,0,1,0,2
wg-zimmer-in-Berlin-Mitte.12208172.html,2025-08-01T00:00:00,650,26,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Kreuzberg.10439757.html,2025-08-16T00:00:00,999,20,Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Moabit-Mitte.12134198.html,2025-07-05T00:00:00,600,10,Moabit/Mitte,0,0,0,2
wg-zimmer-in-Berlin-Wedding.8474269.html,2025-08-17T00:00:00,660,20,Wedding,2,1,0,4
wg-zimmer-in-Berlin-Neukoelln.9337510.html,2025-08-16T00:00:00,850,12,Neukölln,0,1,0,2
wg-zimmer-in-Berlin-Pankow.12232829.html,2025-08-10T00:00:00,500,10,Pankow,0,1,0,2
wg-zimmer-in-Berlin-Weissensee.12230692.html,2025-08-16T00:00:00,700,20,Weißensee,1,0,0,2
wg-zimmer-in-Berlin-Moabit-Mitte-Wedding.9016902.html,2025-03-17T00:00:00,960,35,Moabit / Mitte / Wedding,1,0,0,2
wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.11775774.html,2025-05-16T00:00:00,600,15,Tempelhof-Schöneberg,1,1,0,3
wg-zimmer-in-Berlin-Mitte.12163904.html,2025-07-16T00:00:00,500,15,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Samariter.8725181.html,2025-08-10T00:00:00,600,19,Samariter,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.12196410.html,2025-07-30T00:00:00,550,25,Friedrichshain,0,1,0,2
wg-zimmer-in-Berlin-Tempelhof.12065401.html,2025-08-16T00:00:00,650,22,Tempelhof,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain.12222350.html,2025-08-06T00:00:00,850,15,Friedrichshain,0,0,0,4
wg-zimmer-in-Berlin-Berlin.12138429.html,2025-07-07T00:00:00,650,12,Berlin,0,1,0,2
wg-zimmer-in-Berlin-Wedding.11778089.html,2025-08-16T00:00:00,690,15,Wedding,0,0,0,4
wg-zimmer-in-Berlin-Mitte.11601365.html,2025-08-16T00:00:00,1700,30,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.8900653.html,2025-08-15T00:00:00,1,13,Prenzlauer Berg,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.9196124.html,2025-08-16T00:00:00,999,30,Friedrichshain,1,0,0,3
wg-zimmer-in-Berlin-Wilmersdorf.12185288.html,2025-08-12T00:00:00,700,28,Wilmersdorf,1,0,0,2
wg-zimmer-in-Berlin-Mitte-an-der-Grenze-zu-Kreuzberg.12219400.html,2025-08-14T00:00:00,700,28,Mitte an der Grenze zu Kreu...,1,2,0,5
wg-zimmer-in-Berlin-Mitte.10737175.html,2025-07-28T00:00:00,850,28,Mitte,1,1,0,3
wg-zimmer-in-Berlin-Lichtenberg.12149782.html,2025-07-20T00:00:00,700,15,Lichtenberg,0,1,0,2
wg-zimmer-in-Berlin-Berlin.11991732.html,2025-08-06T00:00:00,550,16,Berlin,0,1,0,2
wg-zimmer-in-Berlin-Charlottenburg.12203407.html,2025-08-12T00:00:00,650,16,Charlottenburg,0,0,0,3
wg-zimmer-in-Berlin-Lichtenberg.12201067.html,2025-08-07T00:00:00,750,20,Lichtenberg,0,1,0,2
wg-zimmer-in-Berlin-Berlin.12154576.html,2025-07-13T00:00:00,650,20,Berlin,1,0,0,2
wg-zimmer-in-Berlin-Lichtenberg.12167494.html,2025-08-11T00:00:00,660,14,Lichtenberg,2,0,0,3
wg-zimmer-in-Berlin-Steglitz-Zehlendorf.12164846.html,2025-07-16T00:00:00,510,26,Steglitz-Zehlendorf,1,0,0,2
wg-zimmer-in-Berlin-Kreuzberg.12040869.html,2025-08-11T00:00:00,513,14,Kreuzberg,3,0,0,4
wg-zimmer-in-Berlin-Tempelhof.12195408.html,2025-08-08T00:00:00,600,20,Tempelhof,1,1,0,3
wg-zimmer-in-Berlin-Neukoelln.12193205.html,2025-07-27T00:00:00,517,25,Neukölln,1,0,0,1
wg-zimmer-in-Berlin-Neukoelln.10959135.html,2025-06-15T00:00:00,600,13,Neukölln,2,1,0,4
wg-zimmer-in-Berlin-Wedding.11395143.html,2025-08-16T00:00:00,620,20,Wedding,0,0,0,2
wg-zimmer-in-Berlin-Berlin.12238140.html,2025-08-15T00:00:00,750,25,Berlin,1,1,0,3
wg-zimmer-in-Berlin-Charlottenburg.11205480.html,2025-08-13T00:00:00,740,20,Charlottenburg,1,2,0,5
wg-zimmer-in-Berlin-Wedding.12160864.html,2025-08-01T00:00:00,450,26,Wedding,0,1,0,2
wg-zimmer-in-Berlin-Mitte.10717841.html,2025-07-31T00:00:00,900,28,Mitte,1,1,0,3
wg-zimmer-in-Berlin-Niederschoeneweide.12132304.html,2025-07-04T00:00:00,650,17,Niederschöneweide,1,0,0,3
wg-zimmer-in-Berlin-Neukoelln.12232047.html,2025-08-10T00:00:00,690,18,Neukölln,3,2,0,6
wg-zimmer-in-Berlin-Wedding.12189580.html,2025-07-25T00:00:00,650,16,Wedding,0,2,0,3
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.12227232.html,2025-08-08T00:00:00,650,20,Friedrichshain-Kreuzberg,0,1,0,2
wg-zimmer-in-Berlin-Kreuzberg.12184617.html,2025-07-23T00:00:00,900,25,Kreuzberg,2,1,0,4
wg-zimmer-in-Berlin-Lichtenhain.11109248.html,2025-08-16T00:00:00,450,20,Lichtenhain,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.7661223.html,2025-08-01T00:00:00,300,25,Friedrichshain,0,2,0,3
wg-zimmer-in-Berlin-Moabit.12183586.html,2025-07-23T00:00:00,530,18,Moabit,3,0,0,4
wg-zimmer-in-Berlin-Friedrichshain.12064980.html,2025-08-09T00:00:00,620,18,Friedrichshain,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.11247661.html,2025-08-08T00:00:00,650,28,Friedrichshain,1,0,0,2
wg-zimmer-in-Berlin-Kreuzberg.12227456.html,2025-08-08T00:00:00,620,8,Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.10933913.html,2025-08-16T00:00:00,550,11,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain.12218523.html,2025-08-13T00:00:00,1100,16,Friedrichshain,0,2,0,3
wg-zimmer-in-Berlin-Berlin-Mitte-Museumsinsel.10027153.html,2025-08-16T00:00:00,680,21,Mitte Museumsinsel,0,1,0,2
wg-zimmer-in-Berlin-Mitte.12238572.html,2025-08-14T00:00:00,500,12,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Pankow.12197098.html,2025-07-31T00:00:00,280,7,Pankow,1,1,0,3
wg-zimmer-in-Berlin-Charlottenburg.7951341.html,2025-08-16T00:00:00,350,15,Charlottenburg,1,1,0,3
wg-zimmer-in-Berlin-Neukoelln.9026105.html,2025-08-16T00:00:00,550,15,Neukölln,0,1,0,3
wg-zimmer-in-Berlin-Moabit.11591950.html,2025-08-16T00:00:00,730,10,Moabit,0,0,0,5
wg-zimmer-in-Berlin-Friedenau.12216397.html,2025-08-07T00:00:00,680,24,Friedenau,1,0,0,2
wg-zimmer-in-Berlin-Spandau.12198026.html,2025-08-08T00:00:00,700,22,Spandau,0,1,0,2
wg-zimmer-in-Berlin-Mitte.12233297.html,2025-08-10T00:00:00,650,10,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Mitte.11702323.html,2025-07-18T00:00:00,700,20,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Berlin.12181145.html,2025-07-22T00:00:00,350,11,Berlin,3,0,0,3
wg-zimmer-in-Berlin-Schmargendorf.11988519.html,2025-08-16T00:00:00,805,21,Schmargendorf,0,0,0,3
wg-zimmer-in-Berlin-Friedrichshain.12175742.html,2025-07-21T00:00:00,700,30,Friedrichshain,1,0,0,3
wg-zimmer-in-Berlin-Spandau.11102525.html,2025-08-16T00:00:00,608,29,Spandau,3,0,0,4
wg-zimmer-in-Berlin-Prenzlauer-Berg.12238447.html,2025-08-12T00:00:00,750,19,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Kreuzberg.12215816.html,2025-08-12T00:00:00,485,12,Kreuzberg,2,0,0,3
wg-zimmer-in-Berlin-Mitte.12223729.html,2025-08-06T00:00:00,700,15,Mitte,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12096301.html,2025-08-16T00:00:00,750,18,Prenzlauer Berg,0,2,0,3
wg-zimmer-in-Berlin-Schoeneberg.12227248.html,2025-08-08T00:00:00,600,15,Schöneberg,0,1,0,2
wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.11275336.html,2025-07-30T00:00:00,750,14,Charlottenburg-Wilmersdorf,0,1,0,2
wg-zimmer-in-Berlin-Steglitz.8559672.html,2025-08-11T00:00:00,700,20,Steglitz,2,0,0,3
wg-zimmer-in-Berlin-Friedrichshagen.11871858.html,2025-08-16T00:00:00,680,15,Friedrichshagen,1,0,0,3
wg-zimmer-in-Berlin-Friedrichshagen.11698063.html,2025-08-16T00:00:00,680,15,Friedrichshagen,1,0,0,3
wg-zimmer-in-Berlin-Reinickendorf.12227927.html,2025-08-08T00:00:00,485,18,Reinickendorf,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.8064173.html,2025-08-01T00:00:00,455,11,Friedrichshain-Kreuzberg,1,2,0,4
wg-zimmer-in-Berlin-Neukoelln.10715964.html,2025-08-16T00:00:00,530,17,Neukölln,2,0,0,3
wg-zimmer-in-Berlin-Friedrichshain.12196558.html,2025-08-13T00:00:00,650,20,Friedrichshain,0,1,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12138424.html,2025-07-08T00:00:00,750,30,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Koepenick.12114966.html,2025-07-04T00:00:00,564,21,Köpenick,0,1,0,2
wg-zimmer-in-Berlin-Neukoelln.8877127.html,2025-08-16T00:00:00,650,22,Neukölln,0,1,0,2
wg-zimmer-in-Berlin-Kreuzberg.9311959.html,2025-08-15T00:00:00,500,19,Kreuzberg,0,0,0,2
wg-zimmer-in-Berlin-Mitte.12247042.html,2025-08-15T00:00:00,700,14,Mitte,0,2,0,3
wg-zimmer-in-Berlin-Moabit.12193197.html,2025-07-27T00:00:00,520,17,Moabit,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.12142461.html,2025-07-11T00:00:00,615,16,Friedrichshain,3,1,0,5
wg-zimmer-in-Berlin-Neukoelln.12179261.html,2025-08-15T00:00:00,570,13,Neukölln,0,0,0,9
wg-zimmer-in-Berlin-Reinickendorf.9795216.html,2025-08-10T00:00:00,800,30,Reinickendorf,0,1,0,2
wg-zimmer-in-Berlin-Kreuzberg.7544809.html,2025-08-11T00:00:00,500,19,Kreuzberg,1,2,0,4
wg-zimmer-in-Berlin-Prenzlauer-Berg.12199887.html,2025-08-15T00:00:00,600,16,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Wilmersdorf.11931398.html,2025-08-04T00:00:00,590,22,Wilmersdorf,0,1,0,2
wg-zimmer-in-Berlin-Tempelhof.10632597.html,2025-08-02T00:00:00,500,12,Tempelhof,0,1,0,2
wg-zimmer-in-Berlin-Steglitz.8999311.html,2025-08-09T00:00:00,700,21,Steglitz,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.11521729.html,2025-08-11T00:00:00,741,15,Friedrichshain,1,2,0,4
wg-zimmer-in-Berlin-Steglitz-Zehlendorf.12192497.html,2025-07-27T00:00:00,600,15,Steglitz-Zehlendorf,2,0,0,3
wg-zimmer-in-Berlin-Kreuzberg.12035073.html,2025-08-15T00:00:00,1050,14,Kreuzberg,2,0,0,3
wg-zimmer-in-Berlin-Wilmersdorf.10922114.html,2025-08-16T00:00:00,700,28,Wilmersdorf,1,0,0,2
wg-zimmer-in-Berlin-Charlottenburg.11733434.html,2025-08-09T00:00:00,500,20,Charlottenburg,0,2,0,3
wg-zimmer-in-Berlin-Wedding.12167141.html,2025-07-23T00:00:00,550,18,Wedding,1,1,0,3
wg-zimmer-in-Berlin-Kreuzberg.6233175.html,2025-08-16T00:00:00,598,25,Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Mitte.12188434.html,2025-08-14T00:00:00,780,20,Mitte,1,1,0,4
wg-zimmer-in-Berlin-Neukoelln.12177478.html,2025-07-26T00:00:00,400,24,Neukölln,1,0,0,2
wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.6796322.html,2025-07-21T00:00:00,310,17,Charlottenburg-Wilmersdorf,0,4,0,5
wg-zimmer-in-Berlin-Reinickendorf.7127748.html,2025-08-06T00:00:00,495,20,Reinickendorf,1,1,0,3
wg-zimmer-in-Berlin-Wilmersdorf.11311971.html,2025-06-05T00:00:00,790,18,Wilmersdorf,2,1,0,4
wg-zimmer-in-Berlin-Neukoelln.12249290.html,2025-08-16T00:00:00,850,25,Neukölln,1,1,0,3
wg-zimmer-in-Berlin-Steglitz.12222256.html,2025-08-06T00:00:00,690,20,Steglitz,0,2,0,4
wg-zimmer-in-Berlin-Schoeneberg.9191174.html,2025-08-16T00:00:00,690,18,Schöneberg,0,2,0,3
wg-zimmer-in-Berlin-Neukoelln.12149397.html,2025-08-04T00:00:00,750,30,Neukölln,0,1,0,2
wg-zimmer-in-Berlin-Pankow.10019752.html,2025-08-16T00:00:00,1099,30,Pankow,2,1,0,4
wg-zimmer-in-Berlin-Plaenterwald.12014194.html,2025-05-08T00:00:00,600,18,Plänterwald,1,0,0,2
wg-zimmer-in-Berlin-Neukoelln.12219270.html,2025-08-14T00:00:00,780,30,Neukölln,1,0,0,2
wg-zimmer-in-Berlin-Kreuzberg.7814129.html,2025-07-20T00:00:00,950,40,Kreuzberg,2,0,0,3
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.12239642.html,2025-08-17T00:00:00,795,18,Friedrichshain-Kreuzberg,1,0,0,2
wg-zimmer-in-Berlin-Kreuzberg.4342879.html,2025-08-16T00:00:00,800,25,Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Kreuzberg.12222683.html,2025-08-07T00:00:00,700,15,Kreuzberg,0,3,0,4
wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.12185276.html,2025-08-11T00:00:00,650,14,Charlottenburg-Wilmersdorf,0,1,0,2
wg-zimmer-in-Berlin-Nikolassee.11330899.html,2025-08-07T00:00:00,400,25,Nikolassee,1,1,0,3
wg-zimmer-in-Berlin-Berlin.12224670.html,2025-08-16T00:00:00,595,12,Berlin,1,0,0,3
wg-zimmer-in-Berlin-Mitte.10659737.html,2025-08-06T00:00:00,1000,15,Mitte,2,0,0,3
wg-zimmer-in-Berlin-Steglitz.12183484.html,2025-08-05T00:00:00,597,25,Steglitz,2,1,0,4
wg-zimmer-in-Berlin-Mitte.11975167.html,2025-07-31T00:00:00,1000,35,Mitte,1,1,0,3
wg-zimmer-in-Berlin-Wedding.12167152.html,2025-08-16T00:00:00,590,15,Wedding,2,0,0,3
wg-zimmer-in-Berlin-Kreuzberg.12144656.html,2025-07-14T00:00:00,580,30,Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.10916971.html,2025-07-23T00:00:00,820,20,Prenzlauer Berg,2,0,0,3
wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.12136792.html,2025-07-12T00:00:00,372,15,Charlottenburg-Wilmersdorf,0,0,0,2
wg-zimmer-in-Berlin-Tempelhof.12177679.html,2025-07-21T00:00:00,530,20,Tempelhof,1,0,0,3
wg-zimmer-in-Berlin-Biesdorf.12227009.html,2025-08-16T00:00:00,650,14,Biesdorf,0,0,0,3
wg-zimmer-in-Berlin-Kreuzberg.4070003.html,2025-07-23T00:00:00,600,12,Kreuzberg,1,2,0,4
wg-zimmer-in-Berlin-Wedding.11657071.html,2025-08-16T00:00:00,970,20,Wedding,0,0,0,8
wg-zimmer-in-Berlin-Kreuzberg.9572999.html,2025-08-16T00:00:00,650,22,Kreuzberg,0,2,0,3
wg-zimmer-in-Berlin-Grenze-Friedrichshain-Lichtenberg-Naehe-Ostkreuz.12166352.html,2025-07-16T00:00:00,500,22,Grenze Friedrichshain Licht...,1,0,0,2
wg-zimmer-in-Berlin-Wilmersdorf.12243861.html,2025-08-16T00:00:00,260,28,Wilmersdorf,0,1,0,2
wg-zimmer-in-Berlin-Reinickendorf.11165136.html,2025-08-10T00:00:00,550,20,Reinickendorf,1,1,0,3
wg-zimmer-in-Berlin-Neukoelln.10448481.html,2025-08-13T00:00:00,32,24,Neukölln,2,1,0,4
wg-zimmer-in-Berlin-Spandau.12074856.html,2025-07-16T00:00:00,500,15,Spandau,0,0,0,6
wg-zimmer-in-Berlin-Berlin.12120391.html,2025-06-29T00:00:00,760,20,Berlin,0,1,0,2
wg-zimmer-in-Berlin-Steglitz.12168417.html,2025-07-31T00:00:00,700,30,Steglitz,1,0,0,2
wg-zimmer-in-Berlin-Treptow.12175351.html,2025-08-12T00:00:00,700,18,Treptow,0,0,0,2
wg-zimmer-in-Berlin-Schoeneberg.12144458.html,2025-07-09T00:00:00,50,10,Schöneberg,0,1,0,2
wg-zimmer-in-Berlin-Mitte.9640787.html,2025-08-13T00:00:00,750,20,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Mitte.12197334.html,2025-07-28T00:00:00,670,26,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Biesdorf.12188554.html,2025-07-26T00:00:00,700,20,Biesdorf,2,1,0,4
wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.9835383.html,2025-08-16T00:00:00,680,20,Charlottenburg-Wilmersdorf,0,1,0,2
wg-zimmer-in-Berlin-Wedding.11717002.html,2025-08-16T00:00:00,670,12,Wedding,0,0,0,3
wg-zimmer-in-Berlin-Mitte.12140746.html,2025-07-08T00:00:00,550,20,Mitte,1,1,0,3
wg-zimmer-in-Berlin-Lichtenberg.12197397.html,2025-08-15T00:00:00,600,10,Lichtenberg,0,1,0,2
wg-zimmer-in-Berlin-Kreuzberg.12127616.html,2025-07-02T00:00:00,800,20,Kreuzberg,1,0,0,2
wg-zimmer-in-Berlin-Moabit.9730041.html,2025-06-27T00:00:00,500,18,Moabit,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.7703057.html,2025-08-14T00:00:00,692,45,Friedrichshain,1,1,0,3
wg-zimmer-in-Berlin-Neukoelln.11970885.html,2025-08-07T00:00:00,560,13,Neukölln,0,2,0,3
