url,published,rent,size,district,female_inhabitants,male_inhabitants,diverse_inhabitants,total_inhabitants
wg-zimmer-in-Berlin-Koepenick.12229055.html,2025-08-10T00:00:00,300,20,Köpenick,1,3,0,5
wg-zimmer-in-Berlin-Moabit.10818534.html,2025-08-16T00:00:00,490,25,Moabit,0,1,0,2
wg-zimmer-in-Berlin-Charlottenburg-Wilmesdorf.12212755.html,2025-08-05T00:00:00,900,22,Charlottenburg - Wilmesdorf,1,0,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12189327.html,2025-07-25T00:00:00,300,9,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Mitte.12219951.html,2025-08-13T00:00:00,350,25,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Mitte.9471721.html,2025-07-23T00:00:00,470,30,Mitte,2,1,0,4
wg-zimmer-in-Berlin-Mitte.12180892.html,2025-07-27T00:00:00,800,14,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Moabit.12240953.html,2025-08-15T00:00:00,730,23,Moabit,1,0,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12246875.html,2025-08-15T00:00:00,550,20,Prenzlauer Berg,0,2,0,3
wg-zimmer-in-Berlin-Mitte.9097225.html,2025-08-10T00:00:00,450,12,Mitte,1,1,0,3
wg-zimmer-in-Berlin-Moabit.10139901.html,2025-08-04T00:00:00,500,17,Moabit,1,0,0,2
wg-zimmer-in-Berlin-Adlershof.12101251.html,2025-06-20T00:00:00,650,25,Adlershof,0,2,0,3
wg-zimmer-in-Berlin-Neukoelln.12202021.html,2025-07-30T00:00:00,470,15,Neukölln,3,0,0,4
wg-zimmer-in-Berlin-Berlin.12216209.html,2025-08-04T00:00:00,450,18,Berlin,1,0,0,2
wg-zimmer-in-Berlin-Oberschoeneweide.12173397.html,2025-07-19T00:00:00,480,23,Oberschöneweide,0,0,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12184633.html,2025-08-03T00:00:00,300,20,Prenzlauer Berg,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.11696014.html,2025-07-16T00:00:00,980,27,Friedrichshain,1,0,0,2
wg-zimmer-in-Berlin-Spandau.12249148.html,2025-08-16T00:00:00,824,26,Spandau,1,0,1,3
wg-zimmer-in-Berlin-Lichtenberg.12246259.html,2025-08-15T00:00:00,590,14,Lichtenberg,0,0,0,2
wg-zimmer-in-Berlin-Lichtenberg.4631281.html,2025-08-13T00:00:00,375,10,Lichtenberg,1,1,0,3
wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.12229062.html,2025-08-10T00:00:00,410,14,Tempelhof-Schöneberg,0,0,1,2
wg-zimmer-in-Berlin-Lichtenberg.12235146.html,2025-08-11T00:00:00,510,23,Lichtenberg,0,0,0,2
wg-zimmer-in-Berlin-Mitte.11275281.html,2025-08-09T00:00:00,700,16,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Lichtenberg.12246148.html,2025-08-15T00:00:00,550,24,Lichtenberg,0,2,0,3
wg-zimmer-in-Berlin-Schoeneberg.11925691.html,2025-08-10T00:00:00,299,28,Schöneberg,1,1,0,3
wg-zimmer-in-Berlin-Wedding.12200808.html,2025-07-30T00:00:00,700,19,Wedding,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain.9518326.html,2025-08-15T00:00:00,580,17,Friedrichshain,1,0,0,2
wg-zimmer-in-Berlin-Gesundbrunnen.7371215.html,2025-08-15T00:00:00,745,28,Gesundbrunnen,0,0,0,2
wg-zimmer-in-Berlin-Tempelhof.12194717.html,2025-08-11T00:00:00,620,17,Tempelhof,1,0,0,2
wg-zimmer-in-Berlin-Mitte.11437363.html,2025-08-01T00:00:00,600,12,Mitte,0,0,0,2
wg-zimmer-in-Berlin-Zehlendorf.5475710.html,2025-08-16T00:00:00,350,18,Zehlendorf,0,8,0,11
wg-zimmer-in-Berlin-Oberschoeneweide.12134026.html,2025-07-10T00:00:00,750,10,Oberschöneweide,0,2,0,3
wg-zimmer-in-Berlin-Rummelsburg.11291110.html,2025-08-13T00:00:00,800,20,Rummelsburg,1,0,0,2
wg-zimmer-in-Berlin-Lichtenberg.11233445.html,2025-08-13T00:00:00,550,18,Lichtenberg,0,1,0,2
wg-zimmer-in-Berlin-Charlottenburg.12143002.html,2025-08-15T00:00:00,568,11,Charlottenburg,0,3,0,4
wg-zimmer-in-Berlin-Charlottenburg.12248292.html,2025-08-16T00:00:00,520,11,Charlottenburg,1,2,0,4
wg-zimmer-in-Berlin-Spandau.8309780.html,2025-08-15T00:00:00,380,10,Spandau,1,0,0,2
wg-zimmer-in-Berlin-Wedding.9499231.html,2025-08-13T00:00:00,660,12,Wedding,1,0,0,2
wg-zimmer-in-Berlin-Reinickendorf.12073051.html,2025-07-20T00:00:00,700,20,Reinickendorf,2,0,0,3
wg-zimmer-in-Berlin-Marzahn.1890154.html,2025-07-11T00:00:00,570,17,Marzahn,0,1,0,2
wg-zimmer-in-Berlin-Alt-Hohenschoenhausen.9508020.html,2025-08-13T00:00:00,430,11,Alt-Hohenschönhausen,1,1,0,3
wg-zimmer-in-Berlin-Charlottenburg.11749940.html,2025-08-16T00:00:00,695,16,Charlottenburg,1,1,0,3
wg-zimmer-in-Berlin-Neukoelln.12238276.html,2025-08-13T00:00:00,850,18,Neukölln,0,0,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12192714.html,2025-08-15T00:00:00,570,21,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Neukoelln.12247444.html,2025-08-15T00:00:00,500,16,Neukölln,0,1,0,2
wg-zimmer-in-Berlin-Wilmersdorf.12175750.html,2025-08-12T00:00:00,590,18,Wilmersdorf,1,0,0,2
wg-zimmer-in-Berlin-Berlin.12140607.html,2025-07-24T00:00:00,300,25,Berlin,1,0,0,2
wg-zimmer-in-Berlin-Weissensee.12106408.html,2025-06-28T00:00:00,500,22,Weißensee,0,1,0,2
wg-zimmer-in-Berlin-Grunewald.11902678.html,2025-08-05T00:00:00,384,20,Grunewald,0,0,0,3
wg-zimmer-in-Berlin-Kreuzberg.12152816.html,2025-07-15T00:00:00,700,30,Kreuzberg,1,0,0,2
wg-zimmer-in-Berlin-Wedding.11238433.html,2025-07-30T00:00:00,500,20,Wedding,1,0,0,2
wg-zimmer-in-Berlin-Schoeneberg.4010570.html,2025-03-17T00:00:00,800,31,Schöneberg,1,0,0,2
wg-zimmer-in-Berlin-Reinickendorf.12230298.html,2025-08-10T00:00:00,350,12,Reinickendorf,1,0,0,2
wg-zimmer-in-Berlin-Wedding.11692623.html,2025-08-16T00:00:00,690,14,Wedding,0,0,0,3
wg-zimmer-in-Berlin-prenzlauer-Berg-Grenze-Weiensee.12037002.html,2025-08-10T00:00:00,650,25,prenzlauer Berg- Grenze Wei...,2,0,0,3
wg-zimmer-in-Berlin-Tempelhof.11766944.html,2025-08-09T00:00:00,650,13,Tempelhof,1,0,0,2
wg-zimmer-in-Berlin-Lichterfelde.12239891.html,2025-08-13T00:00:00,450,200,Lichterfelde,0,3,0,4
wg-zimmer-in-Berlin-Prenzlauer-Berg.6091846.html,2025-08-12T00:00:00,700,28,Prenzlauer Berg,0,1,0,3
wg-zimmer-in-Berlin-Mitte.12198871.html,2025-07-29T00:00:00,850,25,Mitte,2,1,0,4
wg-zimmer-in-Berlin-Biesdorf.11979586.html,2025-07-24T00:00:00,670,15,Biesdorf,1,0,0,2
wg-zimmer-in-Berlin-Gesundbrunnen.8432633.html,2025-08-08T00:00:00,680,17,Gesundbrunnen,0,1,0,2
wg-zimmer-in-Berlin-Steglitz.12207724.html,2025-08-08T00:00:00,856,21,Steglitz,0,1,0,2
wg-zimmer-in-Berlin-Niederschoeneweide.12085911.html,2025-08-16T00:00:00,650,15,Niederschöneweide,0,0,0,3
wg-zimmer-in-Berlin-Kreuzberg.11958366.html,2025-08-13T00:00:00,770,10,Kreuzberg,0,1,0,2
wg-zimmer-in-Berlin-Lichterfelde.11378010.html,2025-08-16T00:00:00,508,32,Lichterfelde,1,2,0,4
wg-zimmer-in-Berlin-Neukoelln.8477771.html,2025-08-16T00:00:00,680,27,Neukölln,1,1,0,3
wg-zimmer-in-Berlin-Schoeneberg.12169712.html,2025-08-11T00:00:00,275,18,Schöneberg,1,2,0,4
wg-zimmer-in-Berlin-Wedding.12147352.html,2025-08-16T00:00:00,620,14,Wedding,0,0,0,4
wg-zimmer-in-Berlin-Moabit.12139683.html,2025-08-16T00:00:00,620,23,Moabit,1,2,0,4
wg-zimmer-in-Berlin-Tempelhof.11331038.html,2025-08-13T00:00:00,725,22,Tempelhof,2,0,0,4
wg-zimmer-in-Berlin-Koepenick.10766906.html,2025-08-10T00:00:00,699,28,Köpenick,0,1,0,2
wg-zimmer-in-Berlin-Tempelhof.10040521.html,2025-08-07T00:00:00,460,18,Tempelhof,1,2,0,4
wg-zimmer-in-Berlin-Wedding.12246039.html,2025-08-15T00:00:00,650,20,Wedding,2,0,0,3
wg-zimmer-in-Berlin-Friedrichshain.8942841.html,2025-07-28T00:00:00,700,18,Friedrichshain,1,1,0,3
wg-zimmer-in-Berlin-Wilmersdorf.10174643.html,2025-08-15T00:00:00,420,8,Wilmersdorf,2,0,0,3
wg-zimmer-in-Berlin-Steglitz.5901030.html,2025-08-16T00:00:00,600,20,Steglitz,1,0,0,2
wg-zimmer-in-Berlin-Dahlem.11056958.html,2024-06-12T00:00:00,1000,5,Dahlem,0,0,0,2
wg-zimmer-in-Berlin-Wedding.12174836.html,2025-07-20T00:00:00,400,12,Wedding,0,0,0,3
wg-zimmer-in-Berlin-Kreuzberg.12162782.html,2025-07-15T00:00:00,500,24,Kreuzberg,0,2,0,3
wg-zimmer-in-Berlin-Wilmersdorf.11895279.html,2025-08-12T00:00:00,750,18,Wilmersdorf,0,2,0,3
wg-zimmer-in-Berlin-Wedding.11366457.html,2025-08-13T00:00:00,700,25,Wedding,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain.12168563.html,2025-08-01T00:00:00,950,25,Friedrichshain,0,1,0,2
wg-zimmer-in-Berlin-Spandau.12153730.html,2025-07-12T00:00:00,700,20,Spandau,1,0,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.6303538.html,2025-08-16T00:00:00,470,26,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.10723676.html,2025-08-16T00:00:00,999,20,Friedrichshain-Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Karlshorst.11001246.html,2025-08-16T00:00:00,670,11,Karlshorst,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.11037318.html,2025-08-13T00:00:00,700,24,Friedrichshain,1,3,0,5
wg-zimmer-in-Berlin-Neukoelln.12208665.html,2025-08-16T00:00:00,22,20,Neukölln,1,1,0,3
wg-zimmer-in-Berlin-Kladow.12227658.html,2025-08-16T00:00:00,630,11,Kladow,1,1,0,4
wg-zimmer-in-Berlin-Mitte.12208226.html,2025-08-08T00:00:00,40,122,Mitte,2,0,0,3
wg-zimmer-in-Berlin-Wilmersdorf.12155755.html,2025-08-03T00:00:00,750,63,Wilmersdorf,0,0,0,2
wg-zimmer-in-Berlin-Mitte-Gesundbrunnen.7073928.html,2025-08-10T00:00:00,530,15,Mitte Gesundbrunnen,0,2,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12117071.html,2025-08-11T00:00:00,575,15,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.12193285.html,2025-07-27T00:00:00,950,40,Tempelhof-Schöneberg,0,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.7964331.html,2025-08-13T00:00:00,860,30,Friedrichshain,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.11415803.html,2025-08-16T00:00:00,999,25,Friedrichshain,2,1,0,4
wg-zimmer-in-Berlin-Lichtenberg.10898708.html,2025-08-16T00:00:00,600,12,Lichtenberg,1,0,0,2
wg-zimmer-in-Berlin-Wedding.12223310.html,2025-08-07T00:00:00,580,23,Wedding,2,0,0,3
wg-zimmer-in-Berlin-Moabit.11188688.html,2025-08-16T00:00:00,450,17,Moabit,2,1,0,4
wg-zimmer-in-Berlin-Buckow.8198159.html,2025-08-16T00:00:00,500,14,Buckow,2,0,0,3
wg-zimmer-in-Berlin-Schoeneberg.12080634.html,2025-08-08T00:00:00,850,12,Schöneberg,1,0,0,2
wg-zimmer-in-Berlin-Pankow.7180996.html,2025-08-07T00:00:00,775,31,Pankow,2,0,0,4
wg-zimmer-in-Berlin-Steglitz-Zehlendorf.12211704.html,2025-08-03T00:00:00,440,32,Steglitz-Zehlendorf,0,2,0,3
wg-zimmer-in-Berlin-Adlershof.12168021.html,2025-07-17T00:00:00,510,16,Adlershof,2,2,0,5
wg-zimmer-in-Berlin-Mitte.12224974.html,2025-08-07T00:00:00,1100,20,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12127358.html,2025-07-02T00:00:00,680,18,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Steglitz.12228762.html,2025-08-08T00:00:00,690,20,Steglitz,0,3,0,4
wg-zimmer-in-Berlin-Friedenau.12243498.html,2025-08-14T00:00:00,583,18,Friedenau,1,1,0,3
wg-zimmer-in-Berlin-Wilmersdorf.12245032.html,2025-08-14T00:00:00,550,16,Wilmersdorf,1,0,0,2
wg-zimmer-in-Berlin-Lichtenberg.12208214.html,2025-08-01T00:00:00,307,15,Lichtenberg,0,0,0,2
wg-zimmer-in-Berlin-Alt-Hohenschoenhausen.12187219.html,2025-07-24T00:00:00,400,15,Alt-Hohenschönhausen,1,1,0,3
wg-zimmer-in-Berlin-Gesundbrunnen.12248487.html,2025-08-16T00:00:00,650,20,Gesundbrunnen,0,1,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12232957.html,2025-08-11T00:00:00,370,23,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Wedding.12143489.html,2025-08-04T00:00:00,800,20,Wedding,0,1,0,2
wg-zimmer-in-Berlin-Kreuzberg.12237406.html,2025-08-16T00:00:00,700,25,Kreuzberg,1,0,0,2
wg-zimmer-in-Berlin-Reinickendorf.12187419.html,2025-07-24T00:00:00,600,23,Reinickendorf,1,0,0,2
wg-zimmer-in-Berlin-Mitte.12116033.html,2025-07-10T00:00:00,620,21,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12131756.html,2025-08-06T00:00:00,700,25,Prenzlauer Berg,0,0,0,2
wg-zimmer-in-Berlin-Rahnsdorf.12216896.html,2025-08-04T00:00:00,500,20,Rahnsdorf,0,2,0,17
wg-zimmer-in-Berlin-Lichtenberg.12240694.html,2025-08-15T00:00:00,307,20,Lichtenberg,2,0,0,3
wg-zimmer-in-Berlin-Neukoelln.11483966.html,2025-07-30T00:00:00,950,45,Neukölln,0,1,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12179166.html,2025-08-06T00:00:00,700,24,Prenzlauer Berg,0,0,1,1
wg-zimmer-in-Berlin-Moabit.11212376.html,2025-08-06T00:00:00,655,16,Moabit,0,1,0,2
wg-zimmer-in-Berlin-Charlottenburg.12201905.html,2025-08-04T00:00:00,500,20,Charlottenburg,0,0,0,4
wg-zimmer-in-Berlin-Prenzlauer-Berg.8429819.html,2025-06-30T00:00:00,1500,50,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Friedenau.12243700.html,2025-08-14T00:00:00,448,20,Friedenau,0,1,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.11989439.html,2025-08-11T00:00:00,775,25,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Niederschoeneweide.12151589.html,2025-07-14T00:00:00,800,30,Niederschöneweide,0,2,0,3
wg-zimmer-in-Berlin-Neukoelln.10331761.html,2025-08-15T00:00:00,700,18,Neukölln,0,1,0,2
wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.12165425.html,2025-07-16T00:00:00,650,16,Tempelhof-Schöneberg,2,0,0,3
wg-zimmer-in-Berlin-Treptow.12222458.html,2025-08-07T00:00:00,765,15,Treptow,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.12240416.html,2025-08-14T00:00:00,650,15,Friedrichshain-Kreuzberg,1,0,0,2
wg-zimmer-in-Berlin-Moabit.12213049.html,2025-08-15T00:00:00,758,16,Moabit,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.12243081.html,2025-08-16T00:00:00,560,20,Friedrichshain-Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Tempelhof.11008837.html,2025-08-14T00:00:00,570,23,Tempelhof,1,0,0,2
wg-zimmer-in-Berlin-Mitte.11657129.html,2025-08-16T00:00:00,775,10,Mitte,0,0,0,4
wg-zimmer-in-Berlin-Pankow.12248077.html,2025-08-16T00:00:00,700,17,Pankow,1,0,0,2
wg-zimmer-in-Berlin-Spandau.12185636.html,2025-08-04T00:00:00,690,20,Spandau,0,3,0,4
wg-zimmer-in-Berlin-Berlin.11993615.html,2025-07-24T00:00:00,600,16,Berlin,1,0,0,2
wg-zimmer-in-Berlin-Schoeneberg.12225971.html,2025-08-07T00:00:00,600,16,Schöneberg,2,0,0,3
wg-zimmer-in-Berlin-Friedrichshain.12194911.html,2025-07-27T00:00:00,625,14,Friedrichshain,0,2,0,3
wg-zimmer-in-Berlin-Wartenberg.12094374.html,2025-08-06T00:00:00,700,16,Wartenberg,1,1,0,4
wg-zimmer-in-Berlin-Neukoelln.12230207.html,2025-08-10T00:00:00,535,11,Neukölln,0,0,0,3
wg-zimmer-in-Berlin-Mitte.12194306.html,2025-08-15T00:00:00,650,20,Mitte,0,1,0,2
wg-zimmer-in-Berlin-Reinickendorf.12012222.html,2025-07-20T00:00:00,500,13,Reinickendorf,1,0,0,2
wg-zimmer-in-Berlin-Lichterfelde.11504927.html,2025-08-02T00:00:00,740,55,Lichterfelde,2,0,0,3
wg-zimmer-in-Berlin-Kreuzberg.12228571.html,2025-08-10T00:00:00,950,24,Kreuzberg,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.8133868.html,2025-07-28T00:00:00,350,22,Friedrichshain,1,0,0,2
wg-zimmer-in-Berlin-Wedding.12184005.html,2025-07-30T00:00:00,600,25,Wedding,0,2,0,3
wg-zimmer-in-Berlin-Tempelhof.11384388.html,2025-08-07T00:00:00,550,18,Tempelhof,1,0,0,2
wg-zimmer-in-Berlin-Mitte.6597544.html,2025-08-09T00:00:00,550,14,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Marienfelde.12173074.html,2025-07-19T00:00:00,520,20,Marienfelde,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.8742345.html,2025-07-14T00:00:00,650,16,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.7225038.html,2025-04-17T00:00:00,900,13,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Reinickendorf.12169117.html,2025-07-17T00:00:00,750,24,Reinickendorf,4,1,0,6
wg-zimmer-in-Berlin-Kreuzberg.12196081.html,2025-08-08T00:00:00,700,19,Kreuzberg,0,2,0,3
wg-zimmer-in-Berlin-Weissensee.10482660.html,2025-08-15T00:00:00,430,8,Weißensee,2,1,0,4
wg-zimmer-in-Berlin-Schoeneberg.8992373.html,2025-08-16T00:00:00,640,15,Schöneberg,0,2,0,3
wg-zimmer-in-Berlin-Kreuzberg.6006662.html,2025-07-20T00:00:00,580,23,Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Weissensee.12209897.html,2025-08-11T00:00:00,760,22,Weißensee,0,1,0,2
wg-zimmer-in-Berlin-Neukoelln.11415170.html,2025-08-15T00:00:00,550,13,Neukölln,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.12235028.html,2025-08-16T00:00:00,700,19,Friedrichshain-Kreuzberg,1,0,0,2
wg-zimmer-in-Berlin-Moabit.9573494.html,2025-08-08T00:00:00,650,15,Moabit,2,0,0,3
wg-zimmer-in-Berlin-Friedrichshain.11885365.html,2025-08-15T00:00:00,572,20,Friedrichshain,1,0,0,2
wg-zimmer-in-Berlin-Berlin-Steglitz.9791532.html,2025-08-14T00:00:00,638,20,Steglitz,1,1,0,3
wg-zimmer-in-Berlin-Pankow.12246054.html,2025-08-15T00:00:00,820,17,Pankow,1,1,0,3
wg-zimmer-in-Berlin-Berlin.12204968.html,2025-07-31T00:00:00,895,25,Berlin,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.12054222.html,2025-08-04T00:00:00,690,12,Friedrichshain-Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Adlershof.12153519.html,2025-07-12T00:00:00,650,13,Adlershof,1,2,0,4
wg-zimmer-in-Berlin-Schoeneberg.12222923.html,2025-08-06T00:00:00,1000,45,Schöneberg,1,0,0,2
wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.12202162.html,2025-07-30T00:00:00,480,18,Charlottenburg-Wilmersdorf,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.12007028.html,2025-08-01T00:00:00,750,25,Friedrichshain,1,2,0,4
wg-zimmer-in-Berlin-Prenzlauer-Berg.11039808.html,2025-07-23T00:00:00,820,20,Prenzlauer Berg,2,0,0,3
wg-zimmer-in-Berlin-Mitte.11697765.html,2025-08-08T00:00:00,600,18,Mitte,2,2,0,5
wg-zimmer-in-Berlin-Friedrichshain.12167970.html,2025-07-17T00:00:00,818,20,Friedrichshain,1,0,0,2
wg-zimmer-in-Berlin-Charlottenburg.12172912.html,2025-07-19T00:00:00,480,20,Charlottenburg,1,1,0,3
wg-zimmer-in-Berlin-Kreuzberg.12235715.html,2025-08-11T00:00:00,850,15,Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.10761275.html,2025-08-09T00:00:00,1582,12,Prenzlauer Berg,0,2,0,3
wg-zimmer-in-Berlin-Wedding.8387505.html,2025-08-16T00:00:00,700,25,Wedding,1,0,0,2
wg-zimmer-in-Berlin-Moabit.8176805.html,2025-08-15T00:00:00,500,20,Moabit,1,0,0,2
wg-zimmer-in-Berlin-Neukoelln.12241918.html,2025-08-13T00:00:00,700,16,Neukölln,1,0,0,2
wg-zimmer-in-Berlin-Mitte.12235841.html,2025-08-11T00:00:00,670,25,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Gesundbrunnen.12153551.html,2025-07-12T00:00:00,680,25,Gesundbrunnen,0,1,0,2
wg-zimmer-in-Berlin-Mitte-Wedding.8475968.html,2025-08-16T00:00:00,650,25,Mitte Wedding,2,0,0,3
wg-zimmer-in-Berlin-Wedding.12242984.html,2025-08-15T00:00:00,590,23,Wedding,0,0,1,2
wg-zimmer-in-Berlin-Kreuzberg.12224771.html,2025-08-07T00:00:00,830,40,Kreuzberg,0,3,0,4
wg-zimmer-in-Berlin-Berlin.12235885.html,2025-08-16T00:00:00,450,16,Berlin,1,1,0,3
wg-zimmer-in-Berlin-Tiergarten.12097144.html,2025-06-18T00:00:00,700,15,Tiergarten,0,1,0,2
wg-zimmer-in-Berlin-Heinersdorf.12244623.html,2025-08-14T00:00:00,50,40,Heinersdorf,0,1,0,5
wg-zimmer-in-Berlin-Prenzlauer-Berg.8726038.html,2025-08-13T00:00:00,630,15,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Berlin.12107277.html,2025-08-16T00:00:00,650,30,Berlin,0,1,0,2
wg-zimmer-in-Berlin-Steglitz.12222403.html,2025-08-08T00:00:00,750,17,Steglitz,0,1,0,2
wg-zimmer-in-Berlin-Weissensee.12145331.html,2025-07-09T00:00:00,450,17,Weißensee,1,1,0,3
wg-zimmer-in-Berlin-Mitte.12165918.html,2025-07-17T00:00:00,370,14,Mitte,1,0,0,2
wg-zimmer-in-Berlin-Friedrichsfelde.12199759.html,2025-08-06T00:00:00,330,17,Friedrichsfelde,2,0,0,3
wg-zimmer-in-Berlin-Gesundbrunnen.12169090.html,2025-07-17T00:00:00,450,18,Gesundbrunnen,1,1,0,3
wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.7992283.html,2025-06-09T00:00:00,710,27,Charlottenburg-Wilmersdorf,1,0,0,2
wg-zimmer-in-Berlin-Neukoelln.12211648.html,2025-08-03T00:00:00,380,24,Neukölln,0,2,0,3
wg-zimmer-in-Berlin-Steglitz.12200886.html,2025-08-13T00:00:00,650,30,Steglitz,0,0,0,2
wg-zimmer-in-Berlin-Schoeneberg.11729945.html,2025-08-10T00:00:00,291,17,Schöneberg,2,0,0,3
wg-zimmer-in-Berlin-Berlin.12248685.html,2025-08-16T00:00:00,950,17,Berlin,0,1,0,1
wg-zimmer-in-Berlin-Wilmersdorf.3966782.html,2025-08-16T00:00:00,675,26,Wilmersdorf,1,0,0,2
wg-zimmer-in-Berlin-Neukoelln.11454639.html,2025-08-12T00:00:00,495,12,Neukölln,1,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.12163134.html,2025-07-15T00:00:00,450,11,Friedrichshain,0,1,0,3
wg-zimmer-in-Berlin-Friedrichshain.6707935.html,2025-08-13T00:00:00,700,15,Friedrichshain,2,2,0,5
wg-zimmer-in-Berlin-Gesundbrunnen.12204360.html,2025-07-31T00:00:00,500,16,Gesundbrunnen,0,0,1,2
wg-zimmer-in-Berlin-Kreuzberg.12164297.html,2025-07-16T00:00:00,500,25,Kreuzberg,2,1,0,4
wg-zimmer-in-Berlin-Berliner-Sueden.8175747.html,2025-08-15T00:00:00,330,20,er Süden,0,7,0,9
wg-zimmer-in-Berlin-Prenzlauer-Berg.12235250.html,2025-08-15T00:00:00,710,24,Prenzlauer Berg,0,1,0,2
wg-zimmer-in-Berlin-Prenzlauer-Berg.12238545.html,2025-08-12T00:00:00,590,23,Prenzlauer Berg,1,0,0,2
wg-zimmer-in-Berlin-Charlottenburg.12232366.html,2025-08-12T00:00:00,770,22,Charlottenburg,0,1,0,2
wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.7556397.html,2025-08-15T00:00:00,650,35,Friedrichshain-Kreuzberg,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.12216932.html,2025-08-04T00:00:00,670,30,Prenzlauer Berg,2,1,0,4
wg-zimmer-in-Berlin-Mitte.12209952.html,2025-08-02T00:00:00,1000,17,Mitte,0,0,0,3
wg-zimmer-in-Berlin-Tiergarten.12207943.html,2025-08-01T00:00:00,850,19,Tiergarten,1,0,0,2
wg-zimmer-in-Berlin-Friedrichshain.12140972.html,2025-07-21T00:00:00,600,20,Friedrichshain,0,1,0,2
wg-zimmer-in-Berlin-Charlottenburg.5241806.html,2025-04-27T00:00:00,600,15,Charlottenburg,4,0,0,5
wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.12209006.html,2025-08-07T00:00:00,650,20,Charlottenburg-Wilmersdorf,1,0,0,2
wg-zimmer-in-Berlin-Berlin.12161024.html,2025-07-15T00:00:00,450,18,Berlin,0,2,0,3
wg-zimmer-in-Berlin-Friedenau.10081233.html,2025-08-13T00:00:00,700,18,Friedenau,3,0,0,4
wg-zimmer-in-Berlin-Kreuzberg.12173019.html,2025-07-19T00:00:00,550,24,Kreuzberg,0,2,0,3
wg-zimmer-in-Berlin-Lichtenberg.12242001.html,2025-08-13T00:00:00,520,15,Lichtenberg,0,2,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.11061739.html,2025-08-06T00:00:00,800,20,Prenzlauer Berg,1,1,0,3
wg-zimmer-in-Berlin-Prenzlauer-Berg.10890946.html,2025-08-13T00:00:00,50,17,Prenzlauer Berg,1,0,0,2
